2026-02-09 19:29:46 | INFO | P05 | === RUN START ===
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | case_retail_query_sales_count.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | sale_count
2026-02-09 19:29:46 | INFO | P05 | 5
2026-02-09 19:29:46 | INFO | P05 | 
2026-02-09 19:29:46 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_query_sales_aggregate.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | case_retail_query_sales_aggregate.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | sale_count, total_revenue, avg_sale_amount
2026-02-09 19:29:46 | INFO | P05 | 5, 505.0, 101.0
2026-02-09 19:29:46 | INFO | P05 | 
2026-02-09 19:29:46 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_query_sales_by_category.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | case_retail_query_sales_by_category.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | product_category, sale_count, total_revenue, avg_sale_amount
2026-02-09 19:29:46 | INFO | P05 | Outdoors, 1, 250.0, 250.0
2026-02-09 19:29:46 | INFO | P05 | Clothing, 2, 180.0, 90.0
2026-02-09 19:29:46 | INFO | P05 | Food, 2, 75.0, 37.5
2026-02-09 19:29:46 | INFO | P05 | 
2026-02-09 19:29:46 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_query_kpi_revenue.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | case_retail_query_kpi_revenue.sql
2026-02-09 19:29:46 | INFO | P05 | ====================================
2026-02-09 19:29:46 | INFO | P05 | store_id, store_name, city, region, sale_count, total_revenue, avg_sale_amount
2026-02-09 19:29:46 | INFO | P05 | S002, Lakeside Shop, Ely, North, 2, 280.0, 140.0
2026-02-09 19:29:46 | INFO | P05 | S001, North Market, Duluth, North, 2, 165.0, 82.5
2026-02-09 19:29:46 | INFO | P05 | S003, Central Plaza, Mankato, South, 1, 60.0, 60.0
2026-02-09 19:29:46 | INFO | P05 | END main()
2026-02-13 18:33:24 | INFO | P05 | === RUN START ===
2026-02-13 18:33:24 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 18:33:24 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 18:33:24 | INFO | P05 | python=3.14.2
2026-02-13 18:33:24 | INFO | P05 | os=Windows 11
2026-02-13 18:33:24 | INFO | P05 | shell=powershell
2026-02-13 18:33:24 | INFO | P05 | cwd=.
2026-02-13 18:33:24 | INFO | P05 | github_actions=False
2026-02-13 18:33:24 | INFO | P05 | START main()
2026-02-13 18:33:24 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 18:33:24 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 18:33:24 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 18:33:24 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 18:33:25 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:33:43 | INFO | P05 | === RUN START ===
2026-02-13 19:33:43 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:33:43 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:33:43 | INFO | P05 | python=3.14.2
2026-02-13 19:33:44 | INFO | P05 | os=Windows 11
2026-02-13 19:33:44 | INFO | P05 | shell=powershell
2026-02-13 19:33:44 | INFO | P05 | cwd=.
2026-02-13 19:33:44 | INFO | P05 | github_actions=False
2026-02-13 19:33:44 | INFO | P05 | START main()
2026-02-13 19:33:44 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:33:44 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:33:44 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:33:44 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:33:44 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:33:44 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:33:44 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:35:32 | INFO | P05 | === RUN START ===
2026-02-13 19:35:32 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:35:32 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:35:32 | INFO | P05 | python=3.14.2
2026-02-13 19:35:32 | INFO | P05 | os=Windows 11
2026-02-13 19:35:32 | INFO | P05 | shell=powershell
2026-02-13 19:35:32 | INFO | P05 | cwd=.
2026-02-13 19:35:32 | INFO | P05 | github_actions=False
2026-02-13 19:35:32 | INFO | P05 | START main()
2026-02-13 19:35:32 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:35:32 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:35:32 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:35:32 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:35:32 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:35:32 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:35:32 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:35:32 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:35:32 | INFO | P05 | 
2026-02-13 19:35:32 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_shelter_count.sql
2026-02-13 19:35:32 | INFO | P05 | ====================================
2026-02-13 19:35:32 | INFO | P05 | tamara_shelter_query_shelter_count.sql
2026-02-13 19:35:32 | INFO | P05 | ====================================
2026-02-13 19:35:32 | INFO | P05 | shelter_count
2026-02-13 19:35:32 | INFO | P05 | 3
2026-02-13 19:35:32 | INFO | P05 | 
2026-02-13 19:35:32 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_count.sql
2026-02-13 19:35:32 | INFO | P05 | ====================================
2026-02-13 19:35:32 | INFO | P05 | tamara_shelter_query_adoption_count.sql
2026-02-13 19:35:32 | INFO | P05 | ====================================
2026-02-13 19:35:32 | INFO | P05 | adoption_count
2026-02-13 19:35:32 | INFO | P05 | 5
2026-02-13 19:35:32 | INFO | P05 | 
2026-02-13 19:35:32 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_query_adoption_aggregate.sql
2026-02-13 19:36:52 | INFO | P05 | === RUN START ===
2026-02-13 19:36:52 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:36:52 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:36:52 | INFO | P05 | python=3.14.2
2026-02-13 19:36:52 | INFO | P05 | os=Windows 11
2026-02-13 19:36:52 | INFO | P05 | shell=powershell
2026-02-13 19:36:52 | INFO | P05 | cwd=.
2026-02-13 19:36:52 | INFO | P05 | github_actions=False
2026-02-13 19:36:52 | INFO | P05 | START main()
2026-02-13 19:36:52 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:36:52 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:36:52 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:36:52 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:36:52 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:36:52 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:36:52 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:36:52 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:36:52 | INFO | P05 | 
2026-02-13 19:36:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_shelter_count.sql
2026-02-13 19:36:52 | INFO | P05 | ====================================
2026-02-13 19:36:52 | INFO | P05 | tamara_shelter_query_shelter_count.sql
2026-02-13 19:36:52 | INFO | P05 | ====================================
2026-02-13 19:36:52 | INFO | P05 | shelter_count
2026-02-13 19:36:52 | INFO | P05 | 3
2026-02-13 19:36:52 | INFO | P05 | 
2026-02-13 19:36:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_count.sql
2026-02-13 19:36:52 | INFO | P05 | ====================================
2026-02-13 19:36:52 | INFO | P05 | tamara_shelter_query_adoption_count.sql
2026-02-13 19:36:52 | INFO | P05 | ====================================
2026-02-13 19:36:52 | INFO | P05 | adoption_count
2026-02-13 19:36:52 | INFO | P05 | 5
2026-02-13 19:36:52 | INFO | P05 | 
2026-02-13 19:36:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:44:58 | INFO | P05 | === RUN START ===
2026-02-13 19:44:58 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:44:58 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:44:58 | INFO | P05 | python=3.14.2
2026-02-13 19:44:58 | INFO | P05 | os=Windows 11
2026-02-13 19:44:58 | INFO | P05 | shell=powershell
2026-02-13 19:44:58 | INFO | P05 | cwd=.
2026-02-13 19:44:58 | INFO | P05 | github_actions=False
2026-02-13 19:44:58 | INFO | P05 | START main()
2026-02-13 19:44:58 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:44:58 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:44:58 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:44:58 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:44:58 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:44:58 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:44:58 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:44:58 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:44:58 | INFO | P05 | 
2026-02-13 19:44:58 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_shelter_count.sql
2026-02-13 19:44:58 | INFO | P05 | ====================================
2026-02-13 19:44:58 | INFO | P05 | tamara_shelter_query_shelter_count.sql
2026-02-13 19:44:58 | INFO | P05 | ====================================
2026-02-13 19:44:58 | INFO | P05 | shelter_count
2026-02-13 19:44:58 | INFO | P05 | 3
2026-02-13 19:44:58 | INFO | P05 | 
2026-02-13 19:44:58 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_count.sql
2026-02-13 19:44:58 | INFO | P05 | ====================================
2026-02-13 19:44:58 | INFO | P05 | tamara_shelter_query_adoption_count.sql
2026-02-13 19:44:58 | INFO | P05 | ====================================
2026-02-13 19:44:58 | INFO | P05 | adoption_count
2026-02-13 19:44:58 | INFO | P05 | 5
2026-02-13 19:44:58 | INFO | P05 | 
2026-02-13 19:44:58 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:47:10 | INFO | P05 | === RUN START ===
2026-02-13 19:47:10 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:47:10 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:47:10 | INFO | P05 | python=3.14.2
2026-02-13 19:47:10 | INFO | P05 | os=Windows 11
2026-02-13 19:47:10 | INFO | P05 | shell=powershell
2026-02-13 19:47:10 | INFO | P05 | cwd=.
2026-02-13 19:47:10 | INFO | P05 | github_actions=False
2026-02-13 19:47:10 | INFO | P05 | START main()
2026-02-13 19:47:10 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:47:10 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:47:10 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:47:10 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:47:10 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:47:10 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:47:10 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:47:10 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:47:10 | INFO | P05 | 
2026-02-13 19:47:10 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_shelter_count.sql
2026-02-13 19:47:10 | INFO | P05 | ====================================
2026-02-13 19:47:10 | INFO | P05 | tamara_shelter_query_shelter_count.sql
2026-02-13 19:47:10 | INFO | P05 | ====================================
2026-02-13 19:47:10 | INFO | P05 | shelter_count
2026-02-13 19:47:10 | INFO | P05 | 3
2026-02-13 19:47:10 | INFO | P05 | 
2026-02-13 19:47:10 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_count.sql
2026-02-13 19:47:10 | INFO | P05 | ====================================
2026-02-13 19:47:10 | INFO | P05 | tamara_shelter_query_adoption_count.sql
2026-02-13 19:47:10 | INFO | P05 | ====================================
2026-02-13 19:47:10 | INFO | P05 | adoption_count
2026-02-13 19:47:10 | INFO | P05 | 5
2026-02-13 19:47:10 | INFO | P05 | 
2026-02-13 19:47:10 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:47:10 | INFO | P05 | ====================================
2026-02-13 19:47:10 | INFO | P05 | tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:47:10 | INFO | P05 | ====================================
2026-02-13 19:47:10 | INFO | P05 | adoption_count, total_fee, avg_fee
2026-02-13 19:47:10 | INFO | P05 | 5, 405.0, 81.0
2026-02-13 19:47:10 | INFO | P05 | 
2026-02-13 19:47:10 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_by_animal_type.sql
2026-02-13 19:49:52 | INFO | P05 | === RUN START ===
2026-02-13 19:49:52 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:49:52 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:49:52 | INFO | P05 | python=3.14.2
2026-02-13 19:49:52 | INFO | P05 | os=Windows 11
2026-02-13 19:49:52 | INFO | P05 | shell=powershell
2026-02-13 19:49:52 | INFO | P05 | cwd=.
2026-02-13 19:49:52 | INFO | P05 | github_actions=False
2026-02-13 19:49:52 | INFO | P05 | START main()
2026-02-13 19:49:52 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:49:52 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:49:52 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:49:52 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:49:52 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:49:52 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:49:52 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:49:52 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:49:52 | INFO | P05 | 
2026-02-13 19:49:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_shelter_count.sql
2026-02-13 19:49:52 | INFO | P05 | ====================================
2026-02-13 19:49:52 | INFO | P05 | tamara_shelter_query_shelter_count.sql
2026-02-13 19:49:52 | INFO | P05 | ====================================
2026-02-13 19:49:52 | INFO | P05 | shelter_count
2026-02-13 19:49:52 | INFO | P05 | 3
2026-02-13 19:49:52 | INFO | P05 | 
2026-02-13 19:49:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_count.sql
2026-02-13 19:49:52 | INFO | P05 | ====================================
2026-02-13 19:49:52 | INFO | P05 | tamara_shelter_query_adoption_count.sql
2026-02-13 19:49:52 | INFO | P05 | ====================================
2026-02-13 19:49:52 | INFO | P05 | adoption_count
2026-02-13 19:49:52 | INFO | P05 | 5
2026-02-13 19:49:52 | INFO | P05 | 
2026-02-13 19:49:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:49:52 | INFO | P05 | ====================================
2026-02-13 19:49:52 | INFO | P05 | tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:49:52 | INFO | P05 | ====================================
2026-02-13 19:49:52 | INFO | P05 | adoption_count, total_fee, avg_fee
2026-02-13 19:49:52 | INFO | P05 | 5, 405.0, 81.0
2026-02-13 19:49:52 | INFO | P05 | 
2026-02-13 19:49:52 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_by_animal_type.sql
2026-02-13 19:52:33 | INFO | P05 | === RUN START ===
2026-02-13 19:52:33 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:52:33 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:52:33 | INFO | P05 | python=3.14.2
2026-02-13 19:52:33 | INFO | P05 | os=Windows 11
2026-02-13 19:52:33 | INFO | P05 | shell=powershell
2026-02-13 19:52:33 | INFO | P05 | cwd=.
2026-02-13 19:52:33 | INFO | P05 | github_actions=False
2026-02-13 19:52:33 | INFO | P05 | START main()
2026-02-13 19:52:33 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:52:33 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:52:33 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:52:33 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:52:33 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:52:33 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:52:33 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:52:33 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_bootstrap.sql
2026-02-13 19:52:33 | INFO | P05 | 
2026-02-13 19:52:33 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_shelter_count.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | tamara_shelter_query_shelter_count.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | shelter_count
2026-02-13 19:52:33 | INFO | P05 | 3
2026-02-13 19:52:33 | INFO | P05 | 
2026-02-13 19:52:33 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_count.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | tamara_shelter_query_adoption_count.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | adoption_count
2026-02-13 19:52:33 | INFO | P05 | 5
2026-02-13 19:52:33 | INFO | P05 | 
2026-02-13 19:52:33 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | tamara_shelter_query_adoption_aggregate.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | adoption_count, total_fee, avg_fee
2026-02-13 19:52:33 | INFO | P05 | 5, 405.0, 81.0
2026-02-13 19:52:33 | INFO | P05 | 
2026-02-13 19:52:33 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_adoption_by_animal_type.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | tamara_shelter_query_adoption_by_animal_type.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | animal_type, adoption_count, total_fee, avg_fee
2026-02-13 19:52:33 | INFO | P05 | Dog, 3, 270.0, 90.0
2026-02-13 19:52:33 | INFO | P05 | Cat, 2, 135.0, 67.5
2026-02-13 19:52:33 | INFO | P05 | 
2026-02-13 19:52:33 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_kpi_adoption.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | tamara_shelter_query_kpi_adoption.sql
2026-02-13 19:52:33 | INFO | P05 | ====================================
2026-02-13 19:52:33 | INFO | P05 | shelter_id, shelter_name, city, capacity, adoption_count, total_fee, avg_fee_amount
2026-02-13 19:52:33 | INFO | P05 | H001, Pine Valley Shelter, Ely, 40, 2, 225.0, 112.5
2026-02-13 19:52:33 | INFO | P05 | H003, South Ridge Shelter, Mankato, 35, 1, 120.0, 120.0
2026-02-13 19:52:33 | INFO | P05 | H002, Lake County Shelter, Duluth, 60, 2, 60.0, 30.0
2026-02-13 19:52:33 | INFO | P05 | 
2026-02-13 19:52:33 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_query_kpi_lowest_fee.sql
2026-02-13 19:54:29 | INFO | P05 | === RUN START ===
2026-02-13 19:54:29 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-02-13 19:54:29 | INFO | P05 | repo_dir=datafun-05-sql
2026-02-13 19:54:29 | INFO | P05 | python=3.14.2
2026-02-13 19:54:29 | INFO | P05 | os=Windows 11
2026-02-13 19:54:29 | INFO | P05 | shell=powershell
2026-02-13 19:54:29 | INFO | P05 | cwd=.
2026-02-13 19:54:29 | INFO | P05 | github_actions=False
2026-02-13 19:54:29 | INFO | P05 | START main()
2026-02-13 19:54:29 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-02-13 19:54:29 | INFO | P05 | DATA_DIR: C:\Repos\datafun-05-sql\data\shelter
2026-02-13 19:54:29 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-02-13 19:54:29 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\shelter.duckdb
2026-02-13 19:54:29 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
2026-02-13 19:54:29 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\tamara_shelter_clean.sql
